section,item,field,en_text
blog,busHours,introParagraph,"Planning your transportation in Costa Rica's Caribbean coast? Look no further! This comprehensive guide provides you with all the bus schedules you need to travel from Puerto Viejo to major destinations including San Jose, Limón, Cahuita, Manzanillo, and Sixaola. Whether you're searching for ""bus San Jose Puerto Viejo"", ""bus Cahuita Puerto Viejo"", or ""bus from Puerto Viejo to San Jose"", we've got you covered with the most up-to-date MEPE bus timetables."
blog,busHours,aboutHeading,About MEPE Bus Service
blog,busHours,aboutParagraph1,"MEPE (Empresa de Transportes Públicos de Limón) is the primary bus company operating throughout Costa Rica's Caribbean coast. Known for their reliable service and extensive network, MEPE buses connect Puerto Viejo with major cities and tourist destinations across the region. Their modern fleet provides comfortable transportation for both locals and visitors, making it the preferred choice for budget-conscious travelers exploring Costa Rica's stunning Caribbean coastline."
blog,busHours,aboutParagraph2,"MEPE buses are easily recognizable by their distinctive blue and white colors, and they operate on fixed schedules that are generally punctual. The company has been serving the Caribbean region for decades, building a reputation for safety, affordability, and comprehensive coverage of the area's most important routes."
blog,busHours,stayRecommendationTitle,Where to stay while using Puerto Viejo bus services?
blog,busHours,routesHeading,Bus Routes from Puerto Viejo
blog,busHours,routesIntro,"Puerto Viejo serves as a major transportation hub for the Southern Caribbean region. From here, you can easily reach:"
blog,busHours,destinations[0],San Jose - Costa Rica's capital city (approximately 4-5 hours)
blog,busHours,destinations[1],Limón - The Caribbean port city (approximately 1 hour)
blog,busHours,destinations[2],Cahuita - Famous for its national park and beaches (approximately 30 minutes)
blog,busHours,destinations[3],Manzanillo - Gateway to Gandoca-Manzanillo Wildlife Refuge (approximately 20 minutes)
blog,busHours,destinations[4],Sixaola - Border town with Panama (approximately 1.5 hours)
blog,busHours,schedulesHeading,Complete Bus Schedules
blog,busHours,sanJoseHeading,San José ↔ Puerto Viejo (stops in Cahuita)
blog,busHours,sanJoseIntro,This is the main route connecting Puerto Viejo with Costa Rica's capital city. Perfect for travelers arriving from or heading to San José International Airport.
blog,busHours,limonHeading,Limón ↔ Puerto Viejo (stops in Cahuita)
blog,busHours,limonIntro,"This is one of the most frequent routes, connecting Puerto Viejo with the port city of Limón. Perfect for travelers heading to or from San Jose, as Limón serves as a major connection point."
blog,busHours,manzanilloHeading,Puerto Viejo ↔ Manzanillo
blog,busHours,manzanilloIntro,This route takes you to the beautiful beaches of Manzanillo and provides access to the Gandoca-Manzanillo National Wildlife Refuge.
blog,busHours,sixaolaHeading,Sixaola ↔ Puerto Viejo (stops in Bri Bri)
blog,busHours,sixaolaIntro,"This route connects Puerto Viejo with the border town of Sixaola, perfect for travelers heading to Panama. The route also stops in Bri Bri, providing access to indigenous communities and cultural experiences."
blog,busHours,tableRouteHeader,Route
blog,busHours,tableDepartureHeader,Departure Times
blog,busHours,tableWeekdayHeader,Monday - Saturday
blog,busHours,tableSundayHeader,Sunday & Holidays
blog,busHours,tipsHeading,Tips for Bus Travel in Puerto Viejo
blog,busHours,tipsListItems[0],"Arrive Early: Buses can fill up quickly, especially during peak tourist season"
blog,busHours,tipsListItems[1],Cash Only: MEPE buses accept cash payments only - have colones ready
blog,busHours,tipsListItems[2],"Baggage: Small bags can be stored overhead, larger luggage goes in the cargo area"
blog,busHours,tipsListItems[3],Comfort: Bring water and snacks for longer journeys
blog,busHours,tipsListItems[4],"Connections: while Limón is the main hub for connections to San Jose and other destinations, you can also get to Puerto Viejo from San Jose."
blog,busHours,ticketsHeading,Where to Buy Tickets
blog,busHours,ticketsParagraph,"Bus tickets can be purchased at the main bus stops in Puerto Viejo. The primary bus stop is located near the basketball court in downtown Puerto Viejo, close to the Deleite Ice Cream Shop."
blog,busHours,contactHeading,Contact for Bus Information
blog,busHours,contactIntro,Need updated information about schedules or routes? You can contact the bus company via WhatsApp for the most current information about bus services:
blog,busHours,closingParagraph,"For the most comfortable stay while exploring the Caribbean coast, consider booking one of our fully equipped homes in Puerto Viejo or Playa Chiquita. We offer convenient locations near bus stops and provide all the amenities you need for a perfect Costa Rican getaway!"
discover,homepage,heading,Discover Puerto Viejo from the comfort of our homes.
discover,homepage,paragraphs[0],"Reservas Kalawala offers ⟦PORTFOLIO_PROPERTY_COUNT⟧ remodeled homes and villas, each with a fully equipped private kitchen and bathroom. Houses sleep ⟦PORTFOLIO_GUEST_RANGE.min⟧ to ⟦PORTFOLIO_GUEST_RANGE.max⟧ guests, with ⟦PORTFOLIO_BEDROOM_RANGE.min⟧ to ⟦PORTFOLIO_BEDROOM_RANGE.max⟧ bedrooms and air conditioning throughout."
discover,homepage,paragraphs[1],"Our homes in the center of Puerto Viejo put you right in the heart of town, with bars, restaurants and shops within walking distance. Cocles beach is a 2-minute drive, and nearby bike and motorbike rentals bring Punta Uva, Cahuita and Manzanillo within reach, even without a car!"
discover,homepage,paragraphs[2],"Our homes in Playa Chiquita sit a short ride southeast of town, in a quieter, greener setting wrapped in jungle and just minutes from some of the coast's most beautiful beaches, like Punta Uva. It's an ideal base if you're after nature and calm, with the buzz of Puerto Viejo close by whenever you want it."
discover,homepage,paragraphs[3],"Working from home? We offer free WIFI, with a maximum speed of 100Mbps. We stipulated two different contracts with our internet provider, so your internet connection will be shared between fewer devices, achieving less latency during meetings."
discover,homepage,paragraphs[4],"Pet friendly: Casa Rana, Casa Geco, Casa Tucano and Casa Pappagallo welcome pets. Rana and Geco are the best fit, as they have their own garden."
discover,homepage,features.selfCheckIn.heading,Self Check-in
discover,homepage,features.selfCheckIn.text,"Easy to follow, contactless check-in process."
discover,homepage,features.cheapestPrices.heading,Cheapest Prices
discover,homepage,features.cheapestPrices.text,And extra discounts when booking directly on the website.
discover,homepage,features.nonRefundable.heading,Non Refundable Discount
discover,homepage,features.nonRefundable.text,"Choose the non-refundable rate when you book to get an extra 10% discount, but you won't be eligible for a cancellation refund."
discover,homepage,features.flexibleCancellation.heading,Flexible Cancellation Policy
discover,homepage,features.flexibleCancellation.text,Full refund up to one day before check-in on any reservation booked at the standard rate.
